campaign_id,date,hour,pctr,is_clicked
4893,2018-07-16,04,0.020424,0
4724,2018-07-16,04,0.009605908672606573,0
308,2018-07-16,04,0.004636,0
3844,2018-07-16,04,0.005805,0
4880,2018-07-16,04,0.029248,0
3447,2018-07-16,04,0.052482,0
6148,2018-07-16,04,0.005003,0
5802,2018-07-16,04,0.011554,0
4247,2018-07-16,04,0.013231131829243153,0
4301,2018-07-16,04,0.006329,0
5820,2018-07-16,04,0.006939839834625995,0
3506,2018-07-16,04,0.002268388079765719,0
3226,2018-07-16,04,0.154902,1
3382,2018-07-16,04,0.006703837111342698,0
4897,2018-07-16,04,0.00664514438577382,0
745,2018-07-16,04,0.0008525272839159635,0
1633,2018-07-16,04,0.001551,0
4827,2018-07-16,04,0.06599191561949254,0
6582,2018-07-16,04,0.017405,0
3514,2018-07-16,04,0.016291381892988458,0
2939,2018-07-16,04,0.007262,0
2854,2018-07-16,04,0.0007290549958503689,0
3132,2018-07-16,04,0.007803,0
5032,2018-07-16,04,0.020037339952886105,0
2627,2018-07-16,04,0.052149229633659124,0
6052,2018-07-16,04,0.004102,0
3132,2018-07-16,04,0.010715,0
2274,2018-07-16,04,0.0018437723270616725,0
2109,2018-07-16,04,0.014306821987825903,0
3824,2018-07-16,04,0.009217564153678717,0
1125,2018-07-16,04,0.003601,0
159,2018-07-16,04,0.009172,0
670,2018-07-16,04,0.0035366233257949358,0
3035,2018-07-16,04,0.013735,0
6468,2018-07-16,04,0.09618177784873545,0
308,2018-07-16,04,0.006633,0
296,2018-07-16,04,0.041336,0
4533,2018-07-16,04,0.009174977856172524,0
1696,2018-07-16,04,0.009261,0
4706,2018-07-16,04,0.02432728466318548,0
677,2018-07-16,04,0.016117,0
4538,2018-07-16,04,0.008576518756724431,0
3132,2018-07-16,04,0.035611,0
3132,2018-07-16,04,0.004712,0
3318,2018-07-16,04,0.5761205415207148,0
3553,2018-07-16,04,0.148328,0
2885,2018-07-16,04,0.006432,0
5089,2018-07-16,04,0.055381134566932916,0
2638,2018-07-16,04,0.001792,0
3215,2018-07-16,04,0.004181,0
552,2018-07-16,04,0.005859,0
3769,2018-07-16,04,0.022051,0
3012,2018-07-16,04,0.004912470195768558,0
661,2018-07-16,04,0.022763,0
2518,2018-07-16,04,0.010459534306553707,0
3293,2018-07-16,04,0.015851395590249492,0
4630,2018-07-16,04,0.030934607111868875,1
2095,2018-07-16,04,0.0017319596908731616,0
4521,2018-07-16,04,0.001438,0
1906,2018-07-16,04,0.0011525096184188733,0
3871,2018-07-16,04,0.026996,0
5002,2018-07-16,04,0.03696804106792063,0
2030,2018-07-16,04,0.028693263721439988,0
4700,2018-07-16,04,0.016626254178673028,0
5052,2018-07-16,04,0.019959,0
773,2018-07-16,04,0.038396098388651524,0
3131,2018-07-16,04,0.016100602067669754,0
6005,2018-07-16,04,0.01098437737029554,0
1898,2018-07-16,04,0.02205,0
5233,2018-07-16,04,0.006685,0
6096,2018-07-16,04,0.05812161308812991,0
4006,2018-07-16,04,0.028402490290224548,0
3132,2018-07-16,04,0.050702,0
2418,2018-07-16,04,0.040172,0
1672,2018-07-16,04,0.023588,0
5259,2018-07-16,04,0.053822,0
5090,2018-07-16,04,0.017385397804051638,0
5994,2018-07-16,04,0.003917,0
3132,2018-07-16,04,0.003651,0
4797,2018-07-16,04,0.009643438353264705,0
1043,2018-07-16,04,0.007218698148135095,0
3393,2018-07-16,04,0.00311323268524724,0
542,2018-07-16,04,0.017325,0
808,2018-07-16,04,0.001416,0
2748,2018-07-16,04,0.004096,0
200,2018-07-16,04,0.004962939740860834,0
2929,2018-07-16,04,0.020384936602901665,0
1651,2018-07-16,04,0.011125,0
5127,2018-07-16,04,0.001692,0
5806,2018-07-16,04,0.047565,0
5421,2018-07-16,04,0.021253,0
3393,2018-07-16,04,0.0031299712136387825,0
5425,2018-07-16,04,0.005701,0
6062,2018-07-16,04,0.004513,0
1562,2018-07-16,04,0.015727,0
4952,2018-07-16,04,0.017578320819163697,0
4028,2018-07-16,04,0.008460411555421538,0
3844,2018-07-16,04,0.021645,0
4441,2018-07-16,04,0.0044658278213677025,0
4925,2018-07-16,04,0.1416436872138977,0
2135,2018-07-16,04,0.009477,0
1957,2018-07-16,04,0.035843,0
4421,2018-07-16,04,0.032221975429503245,0
593,2018-07-16,04,0.016467,0
3132,2018-07-16,04,0.004023,0
913,2018-07-16,04,0.005014,0
1126,2018-07-16,04,0.013438,0
2896,2018-07-16,04,0.007704,0
3302,2018-07-16,04,0.0064797427058592445,0
4273,2018-07-16,04,0.027005,0
4724,2018-07-16,04,0.0074467349332585,0
3320,2018-07-16,04,0.030544,0
1265,2018-07-16,04,0.019615,0
1772,2018-07-16,04,0.010023,0
2694,2018-07-16,04,0.168857,0
3811,2018-07-16,04,0.021298513485293834,0
6343,2018-07-16,04,0.072555,0
1721,2018-07-16,04,0.009135802294895051,0
3132,2018-07-16,04,0.003611,0
1407,2018-07-16,04,0.009909574873745441,0
3132,2018-07-16,04,0.002126,0
2195,2018-07-16,04,0.020727,0
6540,2018-07-16,04,0.001395,0
3132,2018-07-16,04,0.009075,0
3910,2018-07-16,04,0.005343,0
404,2018-07-16,04,0.015010730523813517,0
3201,2018-07-16,04,0.05307821736930414,0
5937,2018-07-16,04,0.057433,0
6105,2018-07-16,04,0.013076,0
5513,2018-07-16,04,0.0019214444831470027,0
2097,2018-07-16,04,0.006741,0
5757,2018-07-16,04,0.010356,0
2083,2018-07-16,04,0.005209,0
4807,2018-07-16,04,0.005214,0
4874,2018-07-16,04,0.000818,0
3230,2018-07-16,04,0.032377,0
3132,2018-07-16,04,0.002561,0
2618,2018-07-16,04,0.0018573309408553222,0
5833,2018-07-16,04,0.009015,0
624,2018-07-16,04,0.013106,0
17,2018-07-16,04,0.00261,0
234,2018-07-16,04,0.015139,0
2176,2018-07-16,04,0.002343,0
4167,2018-07-16,04,0.038284,0
1007,2018-07-16,04,0.009167721685522233,0
3131,2018-07-16,04,0.005210623257505411,0
1233,2018-07-16,04,0.012365126108512283,0
1871,2018-07-16,04,0.000723,0
2818,2018-07-16,04,0.001743358668614179,0
4110,2018-07-16,04,0.027046,0
3700,2018-07-16,04,0.006753,0
2934,2018-07-16,04,0.004301,0
3571,2018-07-16,04,0.016085156076073647,0
150,2018-07-16,04,0.066484,0
94,2018-07-16,04,0.056094,0
4260,2018-07-16,04,0.014636,0
3132,2018-07-16,04,0.002709,0
2311,2018-07-16,04,0.18394,0
5958,2018-07-16,04,0.016146,0
4986,2018-07-16,04,0.014754,0
3132,2018-07-16,04,0.023874,0
522,2018-07-16,04,0.040765,0
5088,2018-07-16,04,0.08507,0
3370,2018-07-16,04,0.156077,0
5256,2018-07-16,04,0.021540581072866917,0
2044,2018-07-16,04,0.01303077246513963,0
4874,2018-07-16,04,0.003,0
359,2018-07-16,04,0.008559945000380279,0
6143,2018-07-16,04,0.009603,0
3132,2018-07-16,04,0.006947,0
1003,2018-07-16,04,0.059978,0
3541,2018-07-16,04,0.017817,0
2083,2018-07-16,04,0.01358,0
5564,2018-07-16,04,0.006513,0
1804,2018-07-16,04,0.019982,0
1554,2018-07-16,04,0.013242,0
4797,2018-07-16,04,0.19780227789621055,0
3244,2018-07-16,04,0.000323,0
3132,2018-07-16,04,0.005838,0
4095,2018-07-16,04,0.002928191048083361,0
3494,2018-07-16,04,0.10456219543799758,0
5867,2018-07-16,04,0.009246206462910914,0
5867,2018-07-16,04,0.044132756801426413,0
4398,2018-07-16,04,0.07978470869994164,0
1906,2018-07-16,04,0.007214690904989838,0
232,2018-07-16,04,0.007854,0
6096,2018-07-16,04,0.0013533230233734326,0
2195,2018-07-16,04,0.010613,0
1662,2018-07-16,04,0.0807806389208433,0
808,2018-07-16,04,0.003348,0
199,2018-07-16,04,0.08336,0
3883,2018-07-16,04,0.06198,0
2156,2018-07-16,04,0.040575,0
5037,2018-07-16,04,0.026955120329931376,0
2195,2018-07-16,04,0.00478,0
2195,2018-07-16,04,0.019274,0
4444,2018-07-16,04,0.016798,0
1788,2018-07-16,04,0.030904,1
4050,2018-07-16,04,0.031265,0
3720,2018-07-16,04,0.004784,0
3226,2018-07-16,04,0.016388,0
2529,2018-07-16,04,0.010723232294298375,0
1721,2018-07-16,04,0.017949128047974782,0
1554,2018-07-16,04,0.0025151783134189903,0
4622,2018-07-16,04,0.00590274715796113,0
2337,2018-07-16,04,0.016787,0
4915,2018-07-16,04,0.09924823656871914,0
3132,2018-07-16,04,0.000935,0
3164,2018-07-16,04,0.029616000454586,0
2587,2018-07-16,04,0.024524974731091973,0
6179,2018-07-16,04,0.06039218232035637,0
4538,2018-07-16,04,0.022579,0
6587,2018-07-16,04,0.008191,0
4842,2018-07-16,04,0.003079,0
6062,2018-07-16,04,0.004293,0
1737,2018-07-16,04,0.02692,0
2195,2018-07-16,04,0.040568,0
6486,2018-07-16,04,0.047111987077534195,0
4978,2018-07-16,04,0.013565,0
